Genobysite,Genobysiteramp,Site,Species,Treatment,RampType,PAM,Replicate,Geno
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.169,B,8
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.169,B,8
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.178,B,3
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.178,B,3
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.124,B,8
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.124,B,8
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.148,B,6
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.148,B,6
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.522,A,2
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.522,A,2
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.585,A,6
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.585,A,6
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.475,A,2
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.475,A,2
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.49,A,8
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.49,A,8
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.566,A,7
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.566,A,7
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.572,A,1
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.572,A,1
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.547,A,3
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.547,A,3
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.566,A,8
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.566,A,8
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.54,A,7
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.54,A,7
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.543,A,1
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.543,A,1
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.564,A,5
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.564,A,5
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.53,A,3
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.53,A,3
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.549,A,4
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.549,A,4
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.545,A,5
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.545,A,5
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.628,A,4
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.628,A,4
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.561,A,6
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.561,A,6
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.582,A,3
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.582,A,3
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.463,A,1
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.463,A,1
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.573,A,6
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.573,A,6
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.576,A,5
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.576,A,5
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.619,A,6
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.619,A,6
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.567,A,4
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.567,A,4
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.568,A,2
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.568,A,2
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.539,A,7
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.539,A,7
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.531,A,3
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.531,A,3
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.634,A,1
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.634,A,1
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.572,A,5
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.572,A,5
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.6,A,7
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.6,A,7
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.466,A,8
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.466,A,8
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.528,A,4
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.528,A,4
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.509,A,8
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.509,A,8
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.538,A,2
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.538,A,2
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.582,A,4
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.582,A,4
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.598,A,8
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.598,A,8
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.584,A,6
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.584,A,6
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.484,A,8
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.484,A,8
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.531,A,7
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.531,A,7
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.469,A,7
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.469,A,7
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.579,A,3
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.579,A,3
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.585,A,2
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.585,A,2
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.609,A,1
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.609,A,1
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.554,A,5
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.554,A,5
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.535,A,2
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.535,A,2
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.548,A,5
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,34,Heat,0.548,A,5
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.436,A,1
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.436,A,1
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.519,A,4
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.519,A,4
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.492,A,6
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.492,A,6
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.437,A,3
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,34,Heat,0.437,A,3
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.48,A,7
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.48,A,7
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.466,A,1
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.466,A,1
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.435,A,3
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.435,A,3
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.411,A,8
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.411,A,8
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.459,A,8
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.459,A,8
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.423,A,7
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.423,A,7
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.307,A,3
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.307,A,3
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.513,A,2
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.513,A,2
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.48,A,4
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.48,A,4
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.518,A,4
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.518,A,4
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.293,A,2
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.293,A,2
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.411,A,5
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.411,A,5
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.488,A,6
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.488,A,6
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.387,A,1
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.387,A,1
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.493,A,5
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.493,A,5
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.381,A,6
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.381,A,6
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.561,B,8
8_Pocillopora_sp_Punta_Pitt,8_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.561,B,8
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.555,B,5
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.555,B,5
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.471,B,2
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.471,B,2
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.507,B,3
3_Pavona_clavus_Punta_Pitt,3_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.507,B,3
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.61,B,4
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.61,B,4
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.507,B,1
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.507,B,1
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.607,B,6
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.607,B,6
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.496,B,6
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.496,B,6
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.564,B,5
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.564,B,5
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.538,B,7
7_Pavona_clavus_Punta_Pitt,7_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.538,B,7
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.552,B,4
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.552,B,4
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.508,B,8
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,26,Heat,0.508,B,8
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.577,B,2
2_Pocillopora_sp_Punta_Pitt,2_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.577,B,2
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.608,B,3
3_Pocillopora_sp_Punta_Pitt,3_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.608,B,3
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.616,B,1
1_Pocillopora_sp_Punta_Pitt,1_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.616,B,1
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.555,B,7
7_Pocillopora_sp_Punta_Pitt,7_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,26,Heat,0.555,B,7
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.573,B,4
4_Pocillopora_sp_Punta_Pitt,4_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.573,B,4
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.531,B,5
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.531,B,5
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.54,B,6
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,32.5,Heat,0.54,B,6
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.495,B,2
2_Pavona_clavus_Punta_Pitt,2_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.495,B,2
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.486,B,8
8_Pavona_clavus_Punta_Pitt,8_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.486,B,8
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,32.5,Heat,0.49,B,1
